company_name,matched_to,world_rank_2022,world_rank_2021,world_rank_2020,local_rank_2022,local_rank_2021,local_rank_2020,num_employees,founded_year,ipo_year,currency,total_revenue_2019,total_revenue_2020,total_revenue_2021,total_revenue_2022,basic_eps_2019,basic_eps_2020,basic_eps_2021,basic_eps_2022,total_assets_2019,total_assets_2020,total_assets_2021,total_assets_2022,net_income_2019,net_income_2020,net_income_2021,net_income_2022,total_liabilities_2019,total_liabilities_2020,total_liabilities_2021,total_liabilities_2022,total_equity_2019,total_equity_2020,total_equity_2021,total_equity_2022,investing_cashflow_2019,investing_cashflow_2020,investing_cashflow_2021,investing_cashflow_2022,total_capitalization_2019,total_capitalization_2020,total_capitalization_2021,total_capitalization_2022
UGI CORPORATION,UGI Corporation,1986,1996,1616,728,753,580,4850,1882,,USD,7.32,6.559,7.447,10.192,1.44,2.55,07.02,5.11,13.347,13.985,16.723,17.575,0.256,0.532,1.467,0.216,9.519,9.848,11.192,11.501,3.827,4.137,5.531,6.074,-2.055,-0.649,-1.113,-1.012,9.597,10.109,11.861,12.549
CATALENT,"Catalent, Inc.",1050,987,1825,441,407,641,19000,2007,2014,USD,2.518,3.094,3.998,4.828,0.92,1.16,3.15,2.85,6.184,7.776,9.112,10.507,0.137,0.221,0.585,0.519,4.502,4.878,5.197,5.712,1.682,2.899,3.915,4.795,-1.51,-0.828,-0.649,-1.884,4.564,5.844,7.081,8.966
BERRY GLOBAL GROUP,"Berry Global Group, Inc.",1893,2108,2259,702,744,758,46000,1967,2012,USD,8.878,11.709,13.85,14.495,03.08,4.22,5.45,5.87,16.469,16.701,17.882,16.956,0.404,0.559,0.733,0.766,14.851,14.609,14.702,13.76,1.618,2.092,3.18,3.196,-6.251,-0.316,-0.511,-0.483,12.983,12.254,12.64,12.451
INSPIRE MEDICAL SYSTEMS,"Inspire Medical Systems, Inc.",2743,2953,5511,949,962,1641,755,2007,1998,USD,0.082,0.115,0.233,0.408,-1.4,-2.19,-1.54,-1.6,0.181,0.281,0.295,0.565,-0.033,-0.057,-0.042,-0.045,0.041,0.051,0.066,0.069,0.14,0.23,0.229,0.496,-0.044,0.087,0.029,-0.02,0.164,0.254,0.245,0.496
MANHATTAN ASSOCIATES,"Manhattan Associates, Inc.",2076,1897,2662,763,798,872,4150,1990,1998,USD,0.618,0.586,0.664,0.767,1.33,1.37,1.74,02.05,0.372,0.465,0.54,0.57,0.086,0.087,0.11,0.129,0.23,0.247,0.289,0.343,0.142,0.219,0.251,0.227,-0.014,-0.003,-0.004,-0.007,0.142,0.219,0.251,0.227
JONES LANG LASALLE,Jones Lang LaSalle Incorporated,1527,1648,1664,593,735,595,103000,1999,,USD,17.983,16.59,19.367,20.862,10.98,7.79,18.89,13.51,13.673,14.316,15.505,15.594,0.535,0.402,0.962,0.654,8.459,8.699,9.084,9.444,5.213,5.618,6.421,6.15,-1.05,-0.171,-0.806,-0.243,6.295,6.214,6.719,7.608
INTERACTIVE BROKERS GROUP,"Interactive Brokers Group, Inc.",650,808,816,300,297,335,2820,1978,,USD,2.58,2.479,2.938,4.085,2.11,2.44,3.27,3.78,71.676,95.679,108.949,115.143,0.161,0.195,0.308,0.38,63.736,86.676,98.727,103.528,7.94,9.003,10.222,11.615,-0.089,-0.05,-0.188,-0.067,7.771,11.789,14.164,11.788
ACADIA HEALTHCARE COMPANY,"Acadia Healthcare Company, Inc.",3247,3033,4034,1090,1063,1260,23000,2005,,USD,3.107,02.09,2.314,2.61,1.24,-7.65,2.15,03.05,6.879,6.499,4.768,4.988,0.109,-0.672,0.191,0.273,4.374,4.6,2.185,2.087,2.505,1.899,2.583,2.901,-0.201,-0.282,1.018,-0.306,5.611,4.868,3.996,4.177
SHOCKWAVE MEDICAL,"Shockwave Medical, Inc.",2835,2450,6749,971,1234,1907,1001,2009,,USD,0.043,0.068,0.237,0.49,-2.14,-1.99,-0.26,06.02,0.232,0.272,0.346,0.646,-0.051,-0.066,-0.009,0.216,0.039,0.046,0.104,0.135,0.193,0.226,0.242,0.511,-0.06,-0.107,0.026,-0.062,0.2,0.239,0.253,0.536
FLOOR & DECOR HOLDINGS,"Floor & Decor Holdings, Inc.",1608,1577,2643,618,629,863,11985,2000,2017,USD,2.045,2.426,3.434,4.264,1.51,1.9,2.71,2.8200000000000003,2.324,2.88,3.731,4.351,0.151,0.195,0.283,0.298,1.56,1.883,2.407,2.694,0.764,0.997,1.323,1.657,-0.196,-0.212,-0.471,-0.456,0.907,1.205,1.519,2.063
AMERICOLD REALTY TRUST,"Americold Realty Trust, Inc.",2178,2008,2106,793,729,716,15484,1997,2018,USD,1.784,1.988,2.715,2.915,0.26,0.11,-0.12,-0.07,4.171,7.831,8.216,8.105,0.048,0.025,-0.03,-0.019,2.338,4.038,4.187,4.317,1.833,3.793,4.029,3.788,-1.605,-2.249,-1.239,-0.348,3.528,6.439,6.465,6.343
DISH NETWORK CORPORATION,DISH Network Corporation,1130,950,863,470,411,348,14500,1996,1995,USD,12.808,15.493,17.881,16.679,2.92,3.36,4.57,,33.231,38.24,48.002,52.607,1.4,1.763,2.411,2.303,21.115,24.109,32.079,34.198,12.116,14.131,15.923,18.409,-0.718,-3.862,-4.41,-8.787,24.533,27.397,34.882,37.744
KNOWBE4,,4205,3957,7693,1365,2155,,1366,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GLOBAL BUSINESS TRAVEL GROUP, INC.","Global Business Travel Group, Inc.",,,,,,,13500,,,USD,2.119,0.793,0.763,1.851,2.353146,0.0,0.0,,,2.758,3.771,3.728,0.134,0.0,-0.473,-0.025,,1.774,2.277,2.357,,0.984,1.494,1.371,-0.087,-0.047,-0.027,-0.095,,1.598,2.513,1.371
LITHIA MOTORS,"Lithia Motors, Inc.",2029,1932,3579,745,717,1137,21150,1946,,USD,12.673,13.124,22.832,28.232,11.702586,19.74,36.81,45.824176,6.084,7.902,11.147,15.007,0.272,0.47,01.06,1.251,4.616,5.241,6.484,9.756,1.468,2.662,4.663,5.251,-0.438,-1.606,-2.89,-1.33,2.898,4.726,7.849,10.762
MSA SAFETY,MSA Safety Incorporated,2946,2829,2717,999,879,892,5000,1914,,USD,1.402,1.348,1.4,1.528,3.52,03.09,0.54,4.58,1.74,1.872,2.396,2.377,0.136,0.12,0.021,0.18,1.007,1.063,1.562,1.453,0.733,0.81,0.834,0.924,-0.064,-0.073,-0.415,-0.004,1.061,1.097,1.432,1.489
LANCASTER COLONY CORPORATION,Lancaster Colony Corporation,3448,3516,3020,1152,959,970,3200,1961,,USD,1.308,1.334,1.467,1.676,5.48,4.98,5.17,3.26,0.905,0.993,1.101,01.09,0.151,0.137,0.142,0.09,0.179,0.21,0.258,0.246,0.727,0.783,0.843,0.845,-0.127,-0.083,-0.089,-0.132,0.727,0.783,0.843,0.845
ELANCO ANIMAL HEALTH,Elanco Animal Health Incorporated,1541,1331,1365,600,483,503,10200,2018,,USD,3.071,3.273,4.765,4.418,0.18,-1.3,-0.99,-0.16,8.986,17.693,16.483,15.491,0.068,-0.56,-0.472,-0.074,3.439,9.217,8.945,8.202,5.547,8.476,7.538,7.289,-0.235,-4.779,-0.53,-0.179,7.877,14.048,13.563,12.737
NEW YORK TIMES COMPANY,The New York Times Company,2478,2218,2569,876,672,842,5800,1851,,USD,1.812,1.784,2.075,2.308,0.84,0.6000000000000001,1.31,,2.089,2.308,2.564,,0.14,0.1,0.22,0.174,0.915,0.98,1.023,,1.174,1.328,1.541,,0.093,-0.199,-0.181,,1.172,1.326,1.539,
GLACIER BANCORP,"Glacier Bancorp, Inc.",2625,3417,3054,909,1079,981,3559,1990,,USD,0.621,0.773,0.807,0.909,2.39,2.81,2.87,2.74,13.684,18.504,25.941,26.635,0.211,0.266,0.285,0.303,11.723,16.197,22.763,23.792,1.961,2.307,3.178,2.843,-0.043,-3.564,-3.907,-1.352,2.168,2.48,3.354,4.853
"HASHICORP, INC.","HashiCorp, Inc.",1538,1436,,597,,,1850,2012,2021,USD,,0.121,0.212,0.321,,-0.325528,-0.509396,-3.48,,0.253,0.445,1.624,,-0.053,-0.084,-0.29,,0.333,0.567,0.341,,-0.08,-0.122,1.282,,0.046,0.023,-0.007,,-0.08,-0.122,1.282
CORELOGIC,,2537,2537,3484,889,854,1105,5100,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMSARA NETWORKS,,2562,2562,2562,893,863,840,1616,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FTI CONSULTING,"FTI Consulting, Inc.",3235,3565,3046,1084,1149,979,7635,1982,,USD,2.353,2.461,2.776,3.029,5.89,5.92,07.02,6.99,2.783,2.777,3.101,3.241,0.217,0.211,0.235,0.236,1.294,1.377,1.518,1.56,1.489,1.4,1.583,1.682,-0.061,-0.06,-0.079,-0.06,1.765,1.686,1.88,1.997
CCC INTELLIGENT SOLUTIONS HOLDINGS INC.,CCC Intelligent Solutions Holdings Inc.,2756,2641,,951,,,2375,1980,,USD,0.616,0.633,0.688,0.782,-0.3537829999999999,-0.0283849999999999,-0.46,0.06,,3.196,3.238,3.351,-0.21,-0.017,-0.249,0.038,,1.81,1.351,1.291,,1.386,1.886,2.059,-0.021,-0.031,-0.049,-0.076,,2.664,2.653,2.819
LINCOLN NATIONAL CORPORATION,Lincoln National Corporation,1504,1588,1294,585,625,487,11000,1905,,USD,17.258,17.439,19.23,18.81,4.41,2.58,10.07,-13.11,334.761,365.944,387.301,334.217,0.886,0.499,1.405,1.358,315.072,343.245,367.029,329.115,19.689,22.699,20.272,5.102,-5.499,-9.481,-3.567,-11.643,25.756,29.381,26.597,11.057
EAGLE MATERIALS,Eagle Materials Inc.,2641,2754,3328,914,1104,1071,2200,1963,,USD,,1.451,1.623,1.862,,1.69,8.17,9.23,,2.961,2.839,2.58,,0.071,0.339,0.374,,1.993,1.48,1.446,,0.968,1.359,1.134,,-0.831,0.037,-0.074,,2.535,2.368,2.072
NOVANTA,Novanta Inc.,2973,3260,3839,1007,1119,1194,3000,1968,,USD,0.626,0.591,0.707,0.861,1.16,1.27,1.42,,0.87,0.865,1.228,1.241,0.041,0.045,0.05,0.074,0.453,0.388,0.707,0.664,0.417,0.477,0.521,0.578,-0.064,-0.013,-0.307,-0.043,0.633,0.672,0.951,1.008
ELASTIC,Elastic N.V.,1881,1439,2573,697,526,844,2978,2010,,USD,,0.428,0.608,0.862,,-2.12,-1.48,-2.2,,0.804,0.973,1.643,,-0.167,-0.129,-0.204,,0.39,0.522,1.227,,0.414,0.451,0.415,,-0.029,-0.002,-0.127,,0.414,0.451,0.982
WENDY'S COMPANY,The Wendy's Company,3125,3397,2685,1041,980,877,14500,1969,,USD,1.709,1.734,1.897,2.096,0.6000000000000001,0.53,0.91,,4.995,05.04,5.101,5.499,0.137,0.118,0.2,0.177,4.478,4.49,4.665,5.034,0.516,0.55,0.436,0.466,-0.055,-0.068,-0.155,-0.078,2.774,2.768,2.793,3.288
RAYONIER,Rayonier Advanced Materials Inc.,3017,3363,3011,1018,1142,965,419,1926,,USD,1.775,1.739,1.408,1.717,-0.5700000000000001,0.01,01.05,-0.23,2.48,2.53,2.445,2.348,-0.022,0.001,0.066,-0.015,1.797,1.835,1.631,1.519,0.683,0.695,0.814,0.829,0.053,-0.078,0.086,-0.094,1.746,1.762,1.705,1.668
PORTLAND GENERAL ELECTRIC COMPANY,Portland General Electric Company,3416,3685,2681,1144,1179,874,2839,1888,,USD,2.123,2.145,2.396,2.647,2.39,1.73,2.72,2.61,8.394,9.069,9.494,10.459,0.214,0.155,0.244,0.233,5.803,6.456,6.787,7.68,2.591,2.613,2.707,2.779,-0.604,-0.787,-0.656,-0.758,5.188,5.499,5.992,6.165
GUIDEWIRE SOFTWARE,"Guidewire Software, Inc.",2068,1972,1659,758,592,594,3376,2001,2012,USD,0.72,0.742,0.743,0.813,0.25,-0.33,-0.79,-2.16,2.167,2.365,2.322,2.267,0.021,-0.027,-0.067,-0.18,0.593,0.708,0.777,0.815,1.574,1.657,1.545,1.452,-0.301,-0.006,0.064,0.312,1.892,1.987,1.889,1.81
EVOQUA WATER TECHNOLOGIES,Evoqua Water Technologies Corp.,3230,3637,4867,1081,1318,1483,4500,,,USD,1.444,1.429,1.464,1.737,-0.08,0.97,0.43,0.6000000000000001,1.738,1.844,1.869,2.191,-0.01,0.114,0.051,0.072,1.372,1.362,1.287,1.481,0.366,0.482,0.582,0.71,-0.095,0.012,-0.097,-0.311,1.314,1.342,1.311,1.574
UNIVERSAL FOREST PRODUCTS,"UFP Industries, Inc.",3060,3663,4017,1025,1264,1254,15500,1955,1993,USD,4.416,5.154,8.636,9.627,2.91,4.0,8.61,11.05,1.889,2.405,3.245,3.672,0.18,0.247,0.536,0.693,0.632,0.922,1.229,1.068,1.258,1.483,2.017,2.604,-0.142,-0.155,-0.611,-0.354,1.419,1.795,2.294,2.879
APPLIED INDUSTRIAL TECHNOLOGIES,"Applied Industrial Technologies, Inc.",3981,4596,4377,1298,1350,1353,6008,1923,,USD,3.473,3.246,3.236,3.811,3.72,0.62,3.73,6.69,2.332,2.284,2.272,2.453,0.144,0.024,0.145,0.257,1.435,1.44,1.339,1.303,0.897,0.844,0.933,1.149,-0.055,-0.055,-0.045,-0.036,1.806,1.699,1.717,1.799
HEXCEL CORPORATION,Hexcel Corporation,3512,3588,2250,1170,1134,755,4800,1948,,USD,2.356,1.502,1.325,1.578,3.61,0.38,0.19,1.5,3.129,2.918,2.819,2.837,0.307,0.032,0.016,0.126,1.682,1.408,1.334,1.283,1.446,1.51,1.486,1.554,-0.367,-0.051,-0.028,-0.055,2.497,2.436,2.308,2.278
HANOVER INSURANCE GROUP,"The Hanover Insurance Group, Inc.",3364,3434,2555,1128,1100,837,6500,1852,,USD,4.891,4.827,5.228,5.469,11.070313,9.514589,11.794366,3.26,12.49,13.444,14.254,13.997,0.425,0.359,0.419,0.116,9.574,10.242,11.109,11.672,2.916,3.202,3.145,2.326,-0.312,-0.609,-0.46,-0.508,3.57,3.983,3.926,3.108
SCIENTIFIC GAMES CORPORATION,,2785,2615,4446,957,1156,1370,9700,1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCAFEE CORP.,,3386,1744,,1134,772,,6396,1987,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COCA-COLA CONSOLIDATED,"Coca-Cola Consolidated, Inc.",2994,4246,5117,1012,1502,1539,82500,1902,1972,USD,4.827,5.007,5.563,6.201,1.21,18.4,20.23,45.88,3.127,3.222,3.446,3.71,0.011,0.172,0.19,0.43,2.676,2.709,2.734,2.594,0.451,0.513,0.712,1.115,-0.174,-0.2,-0.162,-0.325,1.377,1.453,1.435,1.714
WATTS WATER TECHNOLOGIES,"Watts Water Technologies, Inc.",2731,3093,3550,945,1129,1127,4597,1874,1986,USD,1.6,1.509,1.809,1.98,3.86,3.37,4.9,,1.723,1.738,1.856,1.931,0.132,0.114,0.166,0.252,0.745,0.668,0.682,0.63,0.978,01.07,1.173,1.301,-0.072,-0.055,-0.031,-0.023,1.182,1.268,1.315,1.448
CHART INDUSTRIES,"Chart Industries, Inc.",3280,2654,4558,1101,1103,1406,5178,1859,2006,USD,1.299,1.177,1.318,1.612,1.37,09.05,1.66,0.62,2.481,2.586,3.044,5.902,0.046,0.32,0.059,0.024,1.249,0.995,1.419,3.218,1.232,1.591,1.625,2.684,-0.643,0.185,-0.361,-0.102,1.993,1.813,2.226,4.724
FIRST FINANCIAL BANKSHARES,"First Financial Bankshares, Inc.",2374,2691,2816,847,950,919,1500,1890,,USD,0.388,0.479,0.501,0.521,1.22,1.42,1.6,,8.262,10.904,13.102,12.974,0.165,0.202,0.228,0.234,7.035,9.226,11.343,11.708,1.227,1.678,1.759,1.266,-0.449,-1.262,-2.612,-0.838,1.609,2.108,2.43,1.908
INTRA-CELLULAR THERAPIES,"Intra-Cellular Therapies, Inc.",4331,5429,5528,1399,1489,1646,561,2002,,USD,0.0,0.023,0.082,0.249,-2.68,-3.23,-3.5,,0.251,0.717,0.49,0.755,-0.148,-0.227,-0.284,-0.256,0.056,0.06,0.072,0.099,0.195,0.657,0.418,0.656,0.177,-0.48,0.28,-0.128,0.195,0.657,0.418,0.656
SMITHFIELD FOODS,,2819,2819,2819,966,940,921,54000,1936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORMAT TECHNOLOGIES,"Ormat Technologies, Inc.",3703,4108,3283,1213,963,1059,1385,1965,2004,USD,0.746,0.705,0.663,0.734,1.73,1.66,1.11,1.17,3.25,3.889,4.426,4.612,0.088,0.085,0.062,0.066,1.735,1.948,2.427,2.581,1.515,1.941,1.998,2.031,-0.255,-0.386,-0.638,-0.523,2.404,3.183,3.377,3.713
BROOKFIELD OFFICE PROPERTIES,Brookfield Office Properties Inc,2309,2577,1564,827,1029,563,22000,1923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAGNOLIA OIL & GAS CORPORATION,Magnolia Oil & Gas Corporation,4227,4345,3700,1370,1729,1156,192,2017,,USD,0.936,0.535,1.078,1.694,0.29,-7.27,2.38,,3.466,1.453,1.747,2.573,0.05,-1.208,0.417,0.894,0.738,0.614,0.701,0.832,2.729,0.839,1.045,1.74,-0.524,-0.27,-0.243,-0.519,2.166,0.939,1.205,1.966
"CEREVEL THERAPEUTICS HOLDINGS, INC.","Cerevel Therapeutics Holdings, Inc.",3528,3688,,1174,,,,2018,,USD,0.0,0.0,0.0,0.0,-1.009951,-2.01,-1.65,,0.121,0.445,0.689,1.018,-0.128,-0.152,-0.225,-0.352,0.043,0.061,0.11,0.497,0.078,0.385,0.579,0.521,-0.001,-0.019,-0.436,-0.389,0.078,0.385,0.579,0.857
NAVIENT CORPORATION SR NT 6% 121543,Navient Corporation SR NT 6% 121543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGM GROWTH PROPERTIES LLC,,2815,2764,1568,965,635,565,1216,2015,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERTIV HOLDINGS CO,Vertiv Holdings Co,2085,1936,,764,,,24000,2016,,USD,4.431,4.371,4.998,5.692,-1.632464,-1.07,0.34,,4.657,5.074,6.94,7.096,-0.141,-0.184,0.12,0.077,5.362,4.406,5.522,5.654,-0.705,0.668,1.418,1.442,-0.065,-0.046,-1.217,-0.112,2.762,2.799,4.368,4.611
FLUOR CORPORATION,Fluor Corporation,4465,5904,4249,1435,1571,1320,40582,1912,,USD,14.348,15.668,12.435,13.744,-10.87,-3.09,-3.29,,7.967,7.31,7.28,6.827,-1.522,-0.435,-0.44,0.145,6.383,6.047,5.713,4.831,1.584,1.263,1.567,1.996,0.08,-0.042,-0.122,-0.078,3.139,2.74,2.56,2.764
PVH,PVH Corp.,2391,2467,1919,853,799,665,21500,1881,,USD,,9.909,7.133,9.155,,5.63,-15.96,13.45,,13.631,13.294,12.397,,0.417,-1.136,0.952,,7.82,8.563,7.108,,5.812,4.73,5.289,,-0.506,-0.059,-0.045,,8.507,8.247,7.606
BROOKFIELD RENEWABLE CORPORATION,Brookfield Renewable Corporation,2832,2452,,969,,,3400,2011,,USD,3.226,3.087,3.367,3.778,0.538687,-15.901925,5.493505,,35.757,39.473,41.986,43.288,0.165,-2.738,0.946,1.503,17.883,27.748,27.761,26.464,17.874,11.725,14.225,16.824,-1.102,-0.478,-0.984,-0.738,18.701,13.999,17.179,19.688
TCF FINANCIAL CORPORATION,,2677,2677,2021,928,895,696,8209,1923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GXO LOGISTICS, INC.","GXO Logistics, Inc.",1958,2054,,718,,,135000,,,USD,6.094,6.195,7.94,8.993,0.523551,-0.270501,1.33,1.6800000000000002,6.151,6.548,7.271,9.219,0.06,-0.031,0.153,0.197,3.454,3.6,4.881,6.541,2.697,2.948,2.39,2.678,-0.147,-0.28,-0.207,-1.149,3.209,3.438,3.278,4.384
CARNIVAL PLC,Carnival Corporation & plc,,,,,,,150000,,,USD,20.825,5.594,1.908,12.169,4.34,-13.2,-8.46,-5.16,45.058,53.593,53.344,51.703,2.99,-10.236,-9.501,-6.093,19.693,33.038,41.2,44.639,25.365,20.555,12.144,7.064,-5.277,-3.24,-3.543,-4.767,35.04,42.685,40.653,39.017
EXELIXIS,"Exelixis, Inc.",2857,2969,2605,979,835,854,1223,1994,2000,USD,0.968,0.988,1.435,1.611,01.06,0.36,0.73,0.5700000000000001,1.886,2.137,2.616,3.071,0.321,0.112,0.231,0.182,0.2,0.258,0.406,0.583,1.686,1.879,2.211,2.488,-0.587,-0.131,-0.043,-0.524,1.686,1.879,2.211,2.488
TECH DATA CORPORATION,,2661,2661,2661,923,,871,,1974,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APARTMENT INCOME REIT CORP.,Apartment Income REIT Corp.,2162,2345,,788,,,750,,,USD,0.914,0.72,0.741,0.774,3.91,-0.85,2.9,,6.833,6.229,6.44,6.552,0.474,-0.104,0.448,0.904,4.87,4.842,4.422,4.155,1.963,1.388,2.019,2.396,-0.205,-0.35,0.478,0.65,6.011,5.284,5.252,5.336
TIMKEN COMPANY,The Timken Company,2990,3171,3036,1010,878,975,20555,1899,,USD,3.79,3.513,4.133,4.497,4.78,3.78,4.86,5.54,4.86,5.042,5.171,5.772,0.362,0.284,0.369,0.407,2.905,2.816,2.793,3.42,1.955,2.225,2.378,2.353,-0.365,-0.154,-0.174,-0.573,3.516,3.587,3.706,4.182
MARRIOTT VACATIONS WORLDWIDE CORPORATION,Marriott Vacations Worldwide Corporation,2425,2827,2539,864,911,834,21400,1984,,USD,4.355,2.886,3.89,4.617,3.13,-6.65,1.15,9.69,9.214,8.898,9.613,9.639,0.138,-0.275,0.049,0.353,6.183,6.216,6.627,7.141,3.031,2.682,2.986,2.498,0.037,-0.032,-0.213,0.016,7.092,6.911,7.463,7.522
TENET HEALTHCARE CORPORATION,Tenet Healthcare Corporation,2244,2315,3223,809,1110,1044,102400,1969,,USD,18.479,17.64,19.485,19.174,-2.08,3.8,8.55,3.84,23.351,27.106,27.579,27.156,-0.232,0.399,0.914,0.411,21.362,24.217,23.322,22.548,1.989,2.889,4.257,4.608,-0.619,-1.608,-0.714,-0.808,14.209,15.602,16.539,16.076
HELMERICH & PAYNE,"Helmerich & Payne, Inc.",4844,5153,2690,1537,1503,880,5444,1920,,USD,2.798,1.774,1.219,2.059,-0.34,-4.6,-3.04,0.05,5.84,4.83,5.034,4.356,-0.034,-0.494,-0.326,0.007,1.827,1.511,2.122,1.59,4.012,3.319,2.913,2.765,-0.423,-0.088,-0.162,-0.167,4.492,3.799,3.455,3.308
SWITCH,Veto Switchgears and Cables Limited,2702,3008,3414,934,1158,1091,829,,2017,INR,,1.498,1.808,2.675,,4.88,7.739751,10.472062,,2.2,2.738,3.086,,0.093,0.148,0.2,,0.422,0.795,0.953,,1.778,1.943,2.133,,-0.125,-0.074,-0.002,,1.778,1.938,2.158
TOPBUILD,TopBuild Corp.,2267,2545,3545,816,843,1125,13119,2015,,USD,2.624,2.718,3.486,5.009,5.65,7.5,9.88,17.26,2.604,2.815,4.259,4.607,0.191,0.247,0.324,0.556,1.451,1.466,2.622,2.677,1.153,1.349,1.636,1.93,-0.05,-0.122,-1.322,-0.094,1.851,2.032,3.091,3.347
WINTRUST FINANCIAL CORPORATION,Wintrust Financial Corporation,2977,3888,3107,1008,1242,993,5239,1991,,USD,1.459,1.641,1.708,1.956,6.11,4.72,7.69,,36.621,45.081,50.142,52.95,0.356,0.293,0.466,0.51,32.929,40.965,45.643,48.153,3.691,4.116,4.499,4.797,-4.019,-7.182,-5.929,,5.474,6.553,6.924,8.4
CYBERARK SOFTWARE,CyberArk Software Ltd.,2729,2710,2907,944,832,946,2400,1999,2014,USD,0.434,0.464,0.503,0.592,1.6800000000000002,-0.15,-2.12,,1.405,1.562,1.693,1.819,0.063,-0.006,-0.084,-0.13,0.781,0.855,0.967,1.141,0.624,0.707,0.727,0.678,-0.143,-0.412,-0.228,-0.068,1.109,1.21,1.247,1.247
"PROMETHEUS BIOSCIENCES, INC.","Prometheus Biosciences, Inc.",7819,10542,,2269,,,97,,2021,USD,0.001,0.001,0.003,0.007,-1.101467,-1.073127,-2.88,,0.05,0.06,0.268,0.741,-0.03,-0.037,-0.09,-0.142,0.087,0.157,0.033,0.065,-0.037,-0.098,0.235,0.676,0.008,-0.001,-0.001,-0.404,-0.037,-0.09,0.235,0.676
HERTZ GLOBAL HOLDINGS,"Hertz Global Holdings, Inc.",1705,1996,,653,,1456,23000,1918,2016,USD,9.779,5.258,7.336,8.685,-0.49,-11.44,-0.27,5.43,24.627,16.908,19.783,22.497,-0.058,-1.714,0.366,2.059,22.739,16.815,16.806,19.852,1.888,0.093,2.977,2.645,-4.425,4.591,-3.544,-4.233,1.888,6.073,13.884,16.508
EXPONENT,"Exponent, Inc.",3078,2959,3466,1031,1025,1099,1313,1967,,USD,0.417,0.4,0.466,0.513,1.56,1.58,1.92,1.98,0.563,0.58,0.684,0.587,0.082,0.083,0.101,0.102,0.213,0.219,0.267,0.266,0.35,0.361,0.417,0.321,0.004,0.005,0.038,-0.012,0.35,0.361,0.417,0.321
MEDALLIA,,2692,3265,3173,932,972,1009,2037,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMARTSHEET,Smartsheet Inc.,2259,1959,2570,815,681,843,3191,2006,2018,USD,,0.271,0.386,0.551,,-0.85,-0.95,-1.36,,0.798,0.912,1.003,,-0.096,-0.115,-0.171,,0.284,0.385,0.498,,0.514,0.527,0.505,,-0.09,-0.085,-0.018,,0.514,0.527,0.505
DRAFTKINGS INC.,DraftKings Inc.,1729,899,,661,,,3400,2012,,USD,0.323,0.615,1.296,2.24,-0.77,-4.03,-3.78,-3.16,0.331,3.439,4.069,04.04,-0.143,-0.844,-1.523,-1.378,0.639,0.743,2.391,2.717,-0.308,2.697,1.679,1.323,-0.042,-0.227,-0.195,-0.209,-0.24,2.697,2.927,2.574
IAA,iShares Asia 50 ETF (AU),2599,2559,2246,901,668,754,53,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIVAR SOLUTIONS,Univar Solutions Inc.,3397,4065,3126,1138,1311,1000,9746,1924,,USD,9.287,8.265,9.536,11.475,-0.61,0.31,2.71,3.29,6.495,6.355,6.778,7.146,-0.1,0.053,0.461,0.545,4.762,4.563,4.485,4.652,1.733,1.792,2.292,2.494,-0.433,-0.041,0.024,-0.162,4.422,4.269,4.516,4.921
INNOSPEC,Innospec Inc.,5522,5978,4402,1689,1575,1360,1900,1938,,USD,1.513,1.193,1.483,1.964,4.58,1.17,3.78,,1.469,1.397,1.571,1.604,0.112,0.029,0.093,0.133,0.55,0.452,0.538,0.563,0.919,0.945,1.033,01.04,-0.031,-0.03,-0.036,-0.042,0.978,0.945,1.033,01.04
FLIR SYSTEMS,,2647,2647,2065,916,889,703,4265,1978,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRUNSWICK CORPORATION,Brunswick Corporation,2319,2455,2751,829,859,901,18400,1845,,USD,0.918,4.348,5.846,6.812,0.8200000000000001,4.7,7.63,,3.564,3.771,5.425,6.321,0.067,0.373,0.593,0.677,2.264,2.261,3.511,4.279,1.301,1.51,1.914,2.042,0.195,-0.247,-1.354,-0.443,2.369,2.418,3.693,4.462
ANAPLAN,,2650,2179,2033,918,610,698,1900,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
